trigram,frequency,probability
C4-C5-B4,2,0.0001248595330253465
G4-C5-G4,3,0.00018728929953801973
A4-D4-D4,1,6.242976651267325e-05
D4-A4-F4,1,6.242976651267325e-05
G4-D5-B4,8,0.000499438132101386
D4-C4-C[1]4,1,6.242976651267325e-05
C4-C[1]4-F3,1,6.242976651267325e-05
C[1]4-F3-F[1]3,1,6.242976651267325e-05
F3-F[1]3-C4,1,6.242976651267325e-05
F[1]3-C4-C[1]4,1,6.242976651267325e-05
C4-C[1]4-D4,1,6.242976651267325e-05
E4-Rest-A3,1,6.242976651267325e-05
Rest-A3-B3,2,0.0001248595330253465
A3-B3-C[1]4,2,0.0001248595330253465
B3-C[1]4-D4,2,0.0001248595330253465
D4-Rest-A3,1,6.242976651267325e-05
B[-1]4-A4-E5,1,6.242976651267325e-05
F5-G5-F[1]5,1,6.242976651267325e-05
F5-G5-A5,3,0.00018728929953801973
A5-G5-G5,3,0.00018728929953801973
G5-G5-F[1]5,3,0.00018728929953801973
G5-F[1]5-G4,2,0.0001248595330253465
F[1]5-G4-F5,2,0.0001248595330253465
G4-F5-D5,2,0.0001248595330253465
F5-F5-F[1]5,2,0.0001248595330253465
F[1]5-F[1]5-F[1]5,1,6.242976651267325e-05
F[1]5-F[1]5-G5,1,6.242976651267325e-05
D5-F5-G5,1,6.242976651267325e-05
G5-F[1]5-G5,1,6.242976651267325e-05
F4-Rest-F5,5,0.0003121488325633662
Rest-F[1]5-E5,1,6.242976651267325e-05
C[1]5-C5-B4,2,0.0001248595330253465
B4-A4-D4,1,6.242976651267325e-05
A4-D4-C[1]4,1,6.242976651267325e-05
F4-C4-B[-1]4,1,6.242976651267325e-05
C4-B[-1]4-A4,1,6.242976651267325e-05
G4-C4-E4,1,6.242976651267325e-05
E4-F4-B[-1]4,1,6.242976651267325e-05
A4-E5-G5,3,0.00018728929953801973
D5-B4-Rest,2,0.0001248595330253465
B4-Rest-A4,2,0.0001248595330253465
F5-E5-A4,2,0.0001248595330253465
G4-B4-F[1]4,1,6.242976651267325e-05
B4-F[1]4-E4,1,6.242976651267325e-05
F[1]4-E4-A4,2,0.0001248595330253465
E4-A4-C5,2,0.0001248595330253465
Rest-F4-Rest,6,0.00037457859907603946
Rest-A4-Rest,3,0.00018728929953801973
B3-G3-D4,4,0.000249719066050693
G3-D4-E4,4,0.000249719066050693
G3-G4-F4,1,6.242976651267325e-05
D4-Rest-G3,2,0.0001248595330253465
D4-B3-G3,2,0.0001248595330253465
G3-Rest-G4,1,6.242976651267325e-05
C5-C[1]5-Rest,2,0.0001248595330253465
C[1]5-Rest-D5,2,0.0001248595330253465
C5-Rest-B[-1]4,3,0.00018728929953801973
E4-F4-C5,1,6.242976651267325e-05
A4-C[1]5-G4,1,6.242976651267325e-05
Rest-F[1]4-Rest,1,6.242976651267325e-05
F[1]4-Rest-A4,1,6.242976651267325e-05
A4-E4-C5,1,6.242976651267325e-05
Rest-F4-C4,1,6.242976651267325e-05
F4-C4-G4,1,6.242976651267325e-05
D5-E5-G5,4,0.000249719066050693
G[1]5-F5-E5,2,0.0001248595330253465
Rest-E5-G5,2,0.0001248595330253465
G4-Rest-G[1]5,2,0.0001248595330253465
Rest-G[1]5-G[1]5,2,0.0001248595330253465
G[1]5-G[1]5-G[1]5,2,0.0001248595330253465
G[1]5-G[1]5-A5,2,0.0001248595330253465
G[1]5-A5-F5,2,0.0001248595330253465
A5-F5-G5,2,0.0001248595330253465
Rest-A4-E5,1,6.242976651267325e-05
E5-G5-E5,1,6.242976651267325e-05
E5-G5-F[1]5,1,6.242976651267325e-05
G4-F[1]4-B[-1]4,1,6.242976651267325e-05
F[1]4-B[-1]4-A4,1,6.242976651267325e-05
F[1]4-Rest-F[1]4,2,0.0001248595330253465
F[1]4-F[1]4-D4,3,0.00018728929953801973
C4-A3-D4,1,6.242976651267325e-05
A3-D4-E4,1,6.242976651267325e-05
E4-Rest-D4,1,6.242976651267325e-05
D4-D4-C[1]4,2,0.0001248595330253465
C4-D4-B[-1]3,2,0.0001248595330253465
D4-B[-1]3-A3,2,0.0001248595330253465
Rest-A3-A3,1,6.242976651267325e-05
A3-A3-A3,1,6.242976651267325e-05
C4-C4-B[-1]3,1,6.242976651267325e-05
F3-Rest-F[1]4,1,6.242976651267325e-05
Rest-F[1]4-D4,1,6.242976651267325e-05
G4-G4-C4,1,6.242976651267325e-05
G4-C4-G4,3,0.00018728929953801973
F[1]4-Rest-E4,1,6.242976651267325e-05
Rest-D4-C4,1,6.242976651267325e-05
E4-F4-F[1]4,2,0.0001248595330253465
F[1]4-Rest-G4,3,0.00018728929953801973
Rest-Rest-B4,1,6.242976651267325e-05
Rest-B4-Rest,1,6.242976651267325e-05
C5-C5-E[-1]5,3,0.00018728929953801973
A4-F4-D4,3,0.00018728929953801973
G4-F[1]4-F[1]4,5,0.0003121488325633662
F[1]4-F[1]4-F[1]4,3,0.00018728929953801973
F[1]4-Rest-B[-1]4,1,6.242976651267325e-05
A3-G3-D4,2,0.0001248595330253465
G3-D4-D4,2,0.0001248595330253465
B[-1]4-G4-B4,2,0.0001248595330253465
D5-G4-B[-1]4,1,6.242976651267325e-05
C5-E5-E5,1,6.242976651267325e-05
C[1]4-D4-C[1]4,1,6.242976651267325e-05
C4-B3-Rest,1,6.242976651267325e-05
B3-Rest-D4,1,6.242976651267325e-05
D4-A3-B3,1,6.242976651267325e-05
B3-E4-E4,1,6.242976651267325e-05
D4-C[1]4-B3,1,6.242976651267325e-05
C[1]4-B3-D4,1,6.242976651267325e-05
B3-D4-C[1]4,1,6.242976651267325e-05
Rest-Rest-E4,2,0.0001248595330253465
D5-E5-F[1]5,2,0.0001248595330253465
E5-F[1]5-G5,2,0.0001248595330253465
F[1]5-G5-F[1]5,2,0.0001248595330253465
E5-C5-A4,2,0.0001248595330253465
C5-A4-E5,1,6.242976651267325e-05
C[1]5-A4-E5,1,6.242976651267325e-05
B4-D5-B4,1,6.242976651267325e-05
A4-E5-C5,1,6.242976651267325e-05
F5-F5-C5,6,0.00037457859907603946
Rest-Rest-F5,2,0.0001248595330253465
A4-F4-D5,1,6.242976651267325e-05
F4-D5-C5,1,6.242976651267325e-05
A4-F4-C4,1,6.242976651267325e-05
C5-F5-Rest,3,0.00018728929953801973
C5-G4-D5,4,0.000249719066050693
D5-A4-F5,2,0.0001248595330253465
A4-F5-F[1]5,2,0.0001248595330253465
A4-D5-B[-1]4,1,6.242976651267325e-05
B[-1]4-Rest-C5,4,0.000249719066050693
Rest-B[-1]4-G4,2,0.0001248595330253465
E5-F5-Rest,3,0.00018728929953801973
F5-Rest-D5,1,6.242976651267325e-05
D5-G4-F4,2,0.0001248595330253465
A4-C5-E5,1,6.242976651267325e-05
D5-G4-G4,3,0.00018728929953801973
B4-E4-B4,2,0.0001248595330253465
B[-1]4-B4-F4,1,6.242976651267325e-05
B4-F4-F[1]4,1,6.242976651267325e-05
F[1]4-B[-1]4-B4,1,6.242976651267325e-05
C4-E4-E4,1,6.242976651267325e-05
E5-D5-G4,2,0.0001248595330253465
D5-G4-F[1]4,2,0.0001248595330253465
A4-G4-C4,2,0.0001248595330253465
E4-G4-B4,1,6.242976651267325e-05
B4-D5-G4,2,0.0001248595330253465
E4-C5-G4,1,6.242976651267325e-05
C5-G4-E4,1,6.242976651267325e-05
A4-D5-E5,1,6.242976651267325e-05
B4-E4-D4,1,6.242976651267325e-05
D4-D5-D4,1,6.242976651267325e-05
D5-D4-B[-1]4,1,6.242976651267325e-05
D4-B[-1]4-C5,1,6.242976651267325e-05
F[1]4-G[1]4-G[1]4,1,6.242976651267325e-05
G[1]4-G[1]4-F[1]4,1,6.242976651267325e-05
G[1]4-F[1]4-F[1]4,1,6.242976651267325e-05
F[1]4-F[1]4-G[1]4,1,6.242976651267325e-05
C[1]5-B4-E4,1,6.242976651267325e-05
D5-D5-C[1]5,5,0.0003121488325633662
G4-F[1]4-D5,1,6.242976651267325e-05
F[1]4-D5-D5,1,6.242976651267325e-05
F[1]4-F[1]4-B4,1,6.242976651267325e-05
F[1]4-B4-A4,1,6.242976651267325e-05
F[1]4-E4-B4,1,6.242976651267325e-05
G[1]4-F[1]4-G[1]4,3,0.00018728929953801973
G[1]4-F[1]4-B4,1,6.242976651267325e-05
F[1]4-B4-C[1]5,1,6.242976651267325e-05
C[1]5-B4-G[1]4,1,6.242976651267325e-05
B4-G[1]4-F[1]4,1,6.242976651267325e-05
E4-E4-C[1]5,1,6.242976651267325e-05
E4-C[1]5-B4,1,6.242976651267325e-05
B4-A4-F[1]4,1,6.242976651267325e-05
A4-F[1]4-A4,1,6.242976651267325e-05
D5-E5-C[1]5,2,0.0001248595330253465
E5-C[1]5-E5,2,0.0001248595330253465
C[1]5-E5-D5,3,0.00018728929953801973
B4-E5-C[1]5,2,0.0001248595330253465
E5-C[1]5-Rest,2,0.0001248595330253465
C[1]5-Rest-A4,1,6.242976651267325e-05
C[1]5-Rest-C[1]5,1,6.242976651267325e-05
F[1]4-E4-C[1]4,1,6.242976651267325e-05
E4-C[1]4-D[1]4,1,6.242976651267325e-05
C[1]4-D[1]4-E4,1,6.242976651267325e-05
D[1]4-E4-Rest,1,6.242976651267325e-05
E4-Rest-F[1]4,1,6.242976651267325e-05
Rest-F[1]4-G[1]4,1,6.242976651267325e-05
B4-C[1]5-E5,1,6.242976651267325e-05
D4-Rest-E5,1,6.242976651267325e-05
C[1]5-A4-C5,1,6.242976651267325e-05
D5-E[-1]5-E5,2,0.0001248595330253465
E[-1]5-E5-C5,2,0.0001248595330253465
F5-G5-E[-1]5,2,0.0001248595330253465
G5-E[-1]5-D5,2,0.0001248595330253465
G5-G5-E[-1]5,2,0.0001248595330253465
G5-E[-1]5-E5,2,0.0001248595330253465
E[-1]5-E5-F5,2,0.0001248595330253465
D5-Rest-A4,2,0.0001248595330253465
Rest-F[1]4-G4,2,0.0001248595330253465
C4-D4-G4,1,6.242976651267325e-05
F4-D4-Rest,1,6.242976651267325e-05
D4-Rest-F[1]4,1,6.242976651267325e-05
F4-C4-Rest,1,6.242976651267325e-05
G4-G[1]4-F4,2,0.0001248595330253465
G[1]4-F4-F[1]4,2,0.0001248595330253465
D5-C[1]5-A4,2,0.0001248595330253465
C[1]5-A4-G[1]4,2,0.0001248595330253465
C[1]5-D5-C[1]5,1,6.242976651267325e-05
B4-Rest-C[1]5,1,6.242976651267325e-05
E5-B4-B4,2,0.0001248595330253465
E5-E5-C[1]5,1,6.242976651267325e-05
B4-C[1]5-Rest,1,6.242976651267325e-05
D4-C4-C[1]5,1,6.242976651267325e-05
C4-C[1]5-B4,1,6.242976651267325e-05
E5-E4-E4,2,0.0001248595330253465
Rest-E5-E4,1,6.242976651267325e-05
D5-C[1]5-E5,1,6.242976651267325e-05
C[1]5-E5-E5,1,6.242976651267325e-05
E5-E5-D[1]5,1,6.242976651267325e-05
E5-D[1]5-E5,1,6.242976651267325e-05
D[1]5-E5-Rest,1,6.242976651267325e-05
Rest-E5-C[1]5,2,0.0001248595330253465
E5-C[1]5-C[1]5,2,0.0001248595330253465
A4-E5-C[1]5,2,0.0001248595330253465
E5-C[1]5-D5,2,0.0001248595330253465
F5-Rest-F5,1,6.242976651267325e-05
G5-F5-G5,1,6.242976651267325e-05
G4-Rest-E5,1,6.242976651267325e-05
B4-D5-E5,1,6.242976651267325e-05
B4-D5-F[1]5,1,6.242976651267325e-05
D5-F[1]5-E5,1,6.242976651267325e-05
Rest-E5-F[1]5,1,6.242976651267325e-05
E5-F[1]5-E5,1,6.242976651267325e-05
D5-Rest-B4,1,6.242976651267325e-05
B[-1]4-B[-1]4-D5,2,0.0001248595330253465
E5-D5-D4,1,6.242976651267325e-05
D5-D4-D4,1,6.242976651267325e-05
C[1]5-D5-F5,1,6.242976651267325e-05
B4-A4-C[1]5,1,6.242976651267325e-05
A4-C[1]5-D5,1,6.242976651267325e-05
C[1]5-G4-Rest,1,6.242976651267325e-05
A4-A4-C[1]5,1,6.242976651267325e-05
A4-C[1]5-C[1]5,1,6.242976651267325e-05
E4-F[1]4-F[1]4,1,6.242976651267325e-05
F[1]4-E4-E5,1,6.242976651267325e-05
E4-E5-C5,1,6.242976651267325e-05
D[1]5-D[1]5-D[1]5,1,6.242976651267325e-05
D[1]5-D[1]5-C5,1,6.242976651267325e-05
D[1]5-C5-A4,1,6.242976651267325e-05
Rest-C5-Rest,7,0.0004370083655887127
D5-F5-Rest,2,0.0001248595330253465
Rest-E5-Rest,1,6.242976651267325e-05
Rest-F5-F4,1,6.242976651267325e-05
F5-F4-Rest,1,6.242976651267325e-05
Rest-F4-F5,1,6.242976651267325e-05
F[1]5-E5-C5,1,6.242976651267325e-05
G4-C5-E5,1,6.242976651267325e-05
D4-Rest-B[-1]4,1,6.242976651267325e-05
D5-Rest-B[-1]4,2,0.0001248595330253465
A4-G4-G5,2,0.0001248595330253465
G4-G5-G5,2,0.0001248595330253465
Rest-F5-D5,3,0.00018728929953801973
D5-G4-C5,5,0.0003121488325633662
G4-Rest-G5,1,6.242976651267325e-05
G5-F5-E[-1]5,1,6.242976651267325e-05
B[-1]4-B4-F5,1,6.242976651267325e-05
B4-F5-F[1]5,1,6.242976651267325e-05
F[1]5-D5-D5,1,6.242976651267325e-05
E[-1]5-F5-E[-1]5,1,6.242976651267325e-05
F5-F[1]5-C5,2,0.0001248595330253465
F[1]5-C5-A4,2,0.0001248595330253465
